"","iati.identifier","hierarchy","last.updated.datetime","default.language","reporting.org","reporting.org.ref","reporting.org.type","reporting.org.type.code","title","description","activity.status.code","start.planned","end.planned","start.actual","end.actual","participating.org..Accountable.","participating.org.ref..Accountable.","participating.org.type..Accountable.","participating.org.type.code..Accountable.","participating.org..Funding.","participating.org.ref..Funding.","participating.org.type..Funding.","participating.org.type.code..Funding.","participating.org..Extending.","participating.org.ref..Extending.","participating.org.type..Extending.","participating.org.type.code..Extending.","participating.org..Implementing.","participating.org.ref..Implementing.","participating.org.type..Implementing.","participating.org.type.code..Implementing.","recipient.country.code","recipient.country","recipient.country.percentage","recipient.region.code","recipient.region","recipient.region.percentage","sector.code","sector","sector.percentage","sector.vocabulary","sector.vocabulary.code","collaboration.type.code","default.finance.type.code","default.flow.type.code","default.aid.type.code","default.tied.status.code","default.currency","currency","total.Commitment","total.Disbursement","total.Expenditure","total.Incoming.Funds","total.Interest.Repayment","total.Loan.Repayment","total.Reimbursement"
"2678","XM-DAC-701-8-2014955778",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31130","Agricultural land resources","100","OECD Development Assistance Committee","DAC",1,"110",10,"E01",NA,"JPY","JPY",159385.893,"159000","0","0",0,0,0
"2679","XM-DAC-701-8-2014955779",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31210","Forestry policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"E01",NA,"JPY","JPY",953308.077,"951000","0","0",0,0,0
"2680","XM-DAC-701-8-2014955780",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"32110","Industrial policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"E01",NA,"JPY","JPY",159385.893,"159000","0","0",0,0,0
"2681","XM-DAC-701-8-2014955781",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"32210","Mineral/mining policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"E01",NA,"JPY","JPY",721747.44,"720000","0","0",0,0,0
"2682","XM-DAC-701-8-2014955782",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"33110","Trade policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"E01",NA,"JPY","JPY",29070.383,"29000","0","0",0,0,0
"2683","XM-DAC-701-8-2014955783",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"41010","Environmental policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"E01",NA,"JPY","JPY",3249868.334,"3242000","0","0",0,0,0
"2684","XM-DAC-701-8-2014955784",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43030","Urban development and management","100","OECD Development Assistance Committee","DAC",1,"110",10,"E01",NA,"JPY","JPY",231560.637,"231000","0","0",0,0,0
"2685","XM-DAC-701-8-2014955785",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"11330","Vocational training","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",16206237.309,"16167000","0","0",0,0,0
"2686","XM-DAC-701-8-2014955786",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"13020","Reproductive health care","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",18774455.283,"18729000","0","0",0,0,0
"2687","XM-DAC-701-8-2014955787",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31110","Agricultural policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",21527119.825,"21475000","0","0",0,0,0
"2688","XM-DAC-701-8-2014955788",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"32161","Agro-industries","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",6234093.513,"6219000","0","0",0,0,0
"2689","XM-DAC-701-8-2014957529",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43010","Multisector aid","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",9709507.922,"9686000","0","0",0,0,0
"2690","XM-DAC-701-8-2014957604",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"21010","Transport policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",81116392.84,"80920000","0","0",0,0,0
"2691","XM-DAC-701-8-2014957652",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14050","Waste management/disposal","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1505645.354,"1502000","0","0",0,0,0
"2692","XM-DAC-701-8-2014957695",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14021","Water supply - large systems","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",132949888.156,"132628000","0","0",0,0,0
"2693","XM-DAC-701-8-2014957696",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14022","Sanitation - large systems","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",45853015.834,"45742000","0","0",0,0,0
"2694","XM-DAC-701-8-2014957697",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31110","Agricultural policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",859079.939,"857000","0","0",0,0,0
"2695","XM-DAC-701-8-2014957769",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"12110","Health policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",588424.649,"587000","0","0",0,0,0
"2696","XM-DAC-701-8-2014957770",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"16010","Social/ welfare services","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",738788.699,"737000","0","0",0,0,0
"2697","XM-DAC-701-8-2014957835",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"13020","Reproductive health care","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",858077.512,"856000","0","0",0,0,0
"2698","XM-DAC-701-8-2014957869",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"14015","Water resources protection","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",22767122.024,"22712000","0","0",0,0,0
"2699","XM-DAC-701-8-2014957972",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31110","Agricultural policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",40623354.175,"40525000","0","0",0,0,0
"2700","XM-DAC-701-8-2014958093",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31110","Agricultural policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",35985124.446,"35898000","0","0",0,0,0
"2701","XM-DAC-701-8-2014958102",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43010","Multisector aid","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",308747.516,"308000","0","0",0,0,0
"2702","XM-DAC-701-8-2014958751",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"11220","Primary education","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",8360241.18,"8340000","0","0",0,0,0
"2703","XM-DAC-701-8-2014958752",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31210","Forestry policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",2434895.183,"2429000","0","0",0,0,0
"2704","XM-DAC-701-8-2014958754",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"41010","Environmental policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",4282368.144,"4272000","0","0",0,0,0
"2705","XM-DAC-701-8-2014958755",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43010","Multisector aid","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",3675899.809,"3667000","0","0",0,0,0
"2706","XM-DAC-701-8-2014958756",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43010","Multisector aid","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",87450729.053,"87239000","0","0",0,0,0
"2707","XM-DAC-701-8-2014959020",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"23010","Energy policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",869104.209,"867000","0","0",0,0,0
"2708","XM-DAC-701-8-2014959036",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"12110","Health policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1072596.89,"1070000","0","0",0,0,0
"2709","XM-DAC-701-8-2014959064",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43030","Urban development and management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1845468.107,"1841000","0","0",0,0,0
"2710","XM-DAC-701-8-2014959084",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"16010","Social/ welfare services","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",5707819.338,"5694000","0","0",0,0,0
"2711","XM-DAC-701-8-2014959085",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"32130","Small and medium-sized enterprises (SME) development","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",7488129.69,"7470000","0","0",0,0,0
"2712","XM-DAC-701-8-2014959190",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31110","Agricultural policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1848475.388,"1844000","0","0",0,0,0
"2713","XM-DAC-701-8-2014959358",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43010","Multisector aid","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",4371584.147,"4361000","0","0",0,0,0
"2714","XM-DAC-701-8-2014959385",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31130","Agricultural land resources","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1077609.025,"1075000","0","0",0,0,0
"2715","XM-DAC-701-8-2014959474",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"16010","Social/ welfare services","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1088635.722,"1086000","0","0",0,0,0
"2716","XM-DAC-701-8-2014959507",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"16030","Housing policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",2011870.989,"2007000","0","0",0,0,0
"2717","XM-DAC-701-8-2014959569",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"43010","Multisector aid","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",6967870.077,"6951000","0","0",0,0,0
"2718","XM-DAC-701-8-2014959596",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"23010","Energy policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",33170309.43,"33090000","0","0",0,0,0
"2719","XM-DAC-701-8-2014959677",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"31210","Forestry policy and administrative management","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",6339348.348,"6324000","0","0",0,0,0
"2720","XM-DAC-701-8-2014959723",NA,"2015-09-25 00:00:00","en","Japan International Cooperation Agency","XM-DAC-701-8","Government","10","TC AGGREGATED ACTIVITIES","TC AGGREGATED ACTIVITIES","2","2014-01-01","2014-12-31","2014-01-01","2014-12-31","Recipient Government",NA,"Government",10,"Japan","JP","Government",10,"Japan International Cooperation Agency","XM-DAC-701-8","Government",10,"Recipient Government",NA,"Government",10,"IN","India",NA,"679","South Asia, regional",NA,"16010","Social/ welfare services","100","OECD Development Assistance Committee","DAC",1,"110",10,"C01",NA,"JPY","JPY",1902606.446,"1898000","0","0",0,0,0
