PROJECT_ID,PROJECT_DESCR,PROJECT_LOCATIONS_COUNT,PARTNER_DESCR,PointName,POINT_PROJECTS_COUNT,PointType,lat,lng,GeoPrecisionDescr,COUNTRY,ADM1,ADM2,ADM3,LOCALITY,SUB_LOCALITY,NEIGHBOURHOOD
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86702,00086702 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
86775,00086775 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89550,"00089550 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89538,"00089538 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89529,"00089529 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
89530,"00089530 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",5,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88556,00088556 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88801,00088801 Project Management Support to the Government of Myanmar Ministry of Agriculture and Irrigation,1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
88531,00088531 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93175,"00093175 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93265,00093265 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
93265,00093265 Three Millennium Development Goal Fund (3MDG Multi Donor Fund),1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
