recipient-country-code,recipient-country,recipient-country-percentage,transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
IN,India,100,3,2015-08-31,USD,0,Disbursement,USD,2015-08-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/829/582,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR53-AP-CHILD LABOUR PREVENTION,IR53-AP-CHILD LABOUR PREVENTION,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,,D,2015-09-23,USD,30319,US-EIN-300108263-GGProj:5964,,2015-09-23,GlobalGiving,US-EIN-300108263,,SAATH CHARITABLE TRUST,US-GG-355,,,,,,,2,,,,,,,,,US-EIN-300108263-GGProj:5964,,2015-09-23 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,21,From Child Labour to a Chance at School,"The project works with child laborers who live on construction sites with their parents and are migrants. These children have no access to education and are living in hazardous environment at sites. We aim to connect these children back to mainstream education by providing informal education &basic nutrition support.Every year we support around 250 children & to date we have enrolled more than 1,703 child laborer in our CFS classes and have steered around 195 of these children to formal school",2,2010-07-23,,,,,,,,GlobalGiving,US-EIN-300108263,International NGO,21,,,,,SAATH CHARITABLE TRUST,US-GG-355,,,,,,,,,,,1,,30,C01,
IN,India,100,3,,USD,40722.67,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,2,,USD,70438.62,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,3,,USD,190780.13,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,2,,USD,191517.98,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,3,,USD,190780.13,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,2,,USD,191517.98,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,3,,USD,460431.88,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,2,,USD,493374.48,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,3,,USD,40722.67,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,2,,USD,70438.62,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,3,,USD,460431.88,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,2,,USD,493374.48,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-HHS-2013-India-3001-75-13-0955,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2012-10-01,2013-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,C01,5
IN,India,100,2,,USD,702.7,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-8a9b242d,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,N/A,,0,2012-10-01,2017-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,State Department,US-11,Government,10,Not Applicable,,,,,,,3001,,100,,99,1,110,10,G01,5
IN,India,,2,2013-01-01,JPY,15749375.09999997,,JPY,2013-01-01,,,,,,,,,,,,,,,,,,,,,XM-DAC-701-8-2013955808,,2015-09-25 00:00:00,en,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,TC AGGREGATED ACTIVITIES,TC AGGREGATED ACTIVITIES,2,2013-01-01,2013-12-31,2013-01-01,2013-12-31,Recipient Government,,Government,10,Japan,JP,Government,10,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,Recipient Government,,Government,10,679,"South Asia, regional",,12220,Basic health care,100,OECD Development Assistance Committee,DAC,1,110,10,C01,
IN,India,,3,2013-12-31,JPY,15496000.000000004,,JPY,2013-12-31,,,,,,,,,,,,,,,,,,,,,XM-DAC-701-8-2013955808,,2015-09-25 00:00:00,en,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,TC AGGREGATED ACTIVITIES,TC AGGREGATED ACTIVITIES,2,2013-01-01,2013-12-31,2013-01-01,2013-12-31,Recipient Government,,Government,10,Japan,JP,Government,10,Japan International Cooperation Agency,XM-DAC-701-8,Government,10,Recipient Government,,Government,10,679,"South Asia, regional",,12220,Basic health care,100,OECD Development Assistance Committee,DAC,1,110,10,C01,
IN,India,,D,2013-04-01,GBP,6688,,,2013-04-01,,,,,,,,,,,,,,,,,,,,,GB-3-PSA-IND-131412,,2014-03-06 00:00:00,en,Foreign & Commonwealth Office,GB-3,Government,10,Creating a Road Map for implementation of Bal Panchayats (Children's Parliaments) in Andhra Pradesh,"To create a road map for organising Bal Panchayats in Andhra Pradesh so as to allow children to directly interact with duty bearers on their issues, and to ensure duty bearers better understand the needs/rights of children to deliver better results for them, in the true spirit of a democracy.",2,,2013-12-31,2013-01-01,,,,,,United Kingdom,GB,Government,10,Foreign & Commonwealth Office,GB-3,Government,10,,,,,,,,15110,Economic and development policy/planning,,OECD Development Assistance Committee,DAC,,110,10,C01,
IN,India,100,C,2001-02-01,USD,15342.606205,,,2001-02-01,,,,,,,,,,,,,,,,,,,,,SE-0-SE-6-4319920101-IND-13040,2,2015-09-22 00:00:00,en,Sweden,SE-0,Government,10,ARTYFACTS-HIV/AIDS Film,"Aktiviteten ""ARTYFACTS-HIV/AIDS Film"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2001-02-01,2002-12-28,Internal decision Letter of Co,,,,Sweden,SE-0,Government,10,Swedish International Development Cooperation Agency,SE-6,Government,10,Other,52000,Private Sector,70,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,1,110,10,C01,
IN,India,100,D,2001-12-28,USD,14375.370463,,,2001-01-01,,,,,,,,,,,,,,,,,,,,,SE-0-SE-6-4319920101-IND-13040,2,2015-09-22 00:00:00,en,Sweden,SE-0,Government,10,ARTYFACTS-HIV/AIDS Film,"Aktiviteten ""ARTYFACTS-HIV/AIDS Film"" saknar en beskrivande text. Kontrollera om det finns dokument knutna till aktiviteten eller kontakta Sida för att få mer information. Ring 08–698 50 00 eller skicka e-post till sida@sida.se.",4,,,2001-02-01,2002-12-28,Internal decision Letter of Co,,,,Sweden,SE-0,Government,10,Swedish International Development Cooperation Agency,SE-6,Government,10,Other,52000,Private Sector,70,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,1,110,10,C01,
IN,India,100,2,2014-04-28,,2682.7,,EUR,2014-04-28,,,,,,,,,,,,,,,,,,,,,ES-DIR3-E04585801-009-086926,,,,"Ministry of Foreign Affairs and Cooperation, Spain",ES-DIR3-E04585801,Government,10,FORTALECIMIENTO DE LAS CAPACIDADES EDUCATIVAS Y DEL TEJIDO ASOCIATIVO LOCAL A TRAVÉS DE LA CONSTRUCCIÓN DE DOS ESCUELAS/CENTROS COMUNITARIOS,Título completo del proyecto: FORTALECIMIENTO DE LAS CAPACIDADES EDUCATIVAS Y DEL TEJIDO ASOCIATIVO LOCAL A TRAVÉS DE LA CONSTRUCCIÓN DE DOS ESCUELAS/CENTROS COMUNITARIOS :: Mejorar las condiciones educativas de los menores y favorecer el fortalecimiento comunitario.,3,2014-04-28,2015-01-28,,,EELL LRJ - La Rioja,AC-50,,,Spain,,Government,10,EELL LRJ AYTO ARNEDO,AC2-313,,,Fundación Vicente Ferrer,AC-314,,,679,"South Asia, regional",,11120,Education facilities and training,,,1,1,110,10,C01,5
IN,India,100,3,2014-12-31,,2682.7,,EUR,2014-12-31,,,,,,,,,,,,,,,,,11120,Education facilities and training,,1,ES-DIR3-E04585801-009-086926,,,,"Ministry of Foreign Affairs and Cooperation, Spain",ES-DIR3-E04585801,Government,10,FORTALECIMIENTO DE LAS CAPACIDADES EDUCATIVAS Y DEL TEJIDO ASOCIATIVO LOCAL A TRAVÉS DE LA CONSTRUCCIÓN DE DOS ESCUELAS/CENTROS COMUNITARIOS,Título completo del proyecto: FORTALECIMIENTO DE LAS CAPACIDADES EDUCATIVAS Y DEL TEJIDO ASOCIATIVO LOCAL A TRAVÉS DE LA CONSTRUCCIÓN DE DOS ESCUELAS/CENTROS COMUNITARIOS :: Mejorar las condiciones educativas de los menores y favorecer el fortalecimiento comunitario.,3,2014-04-28,2015-01-28,,,EELL LRJ - La Rioja,AC-50,,,Spain,,Government,10,EELL LRJ AYTO ARNEDO,AC2-313,,,Fundación Vicente Ferrer,AC-314,,,679,"South Asia, regional",,11120,Education facilities and training,,,1,1,110,10,C01,5
IN,India,,D,2009-09-03,USD,37,US-EIN-300108263-GGProj:3602,,2009-09-03,GlobalGiving,US-EIN-300108263,,National Rural research and Development Associatio,US-GG-1437,,,,,,,2,,,,,,,,,US-EIN-300108263-GGProj:3602,,2015-09-18 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,21,Provide Pre-Primary Education to 200 Children,Pre-Primary education is a foundation for children.Every child have right to get Pre-Primary education.Organisation has established 10 Balawadi Center in remote & tribal area of Jawhar Block,3,2009-08-17,2009-09-19,,,,,,,GlobalGiving,US-EIN-300108263,International NGO,21,,,,,National Rural research and Development Associatio,US-GG-1437,,,,,,,,,,,1,,30,C01,
IN,India,,D,2014-09-03,USD,1891,US-EIN-300108263-GGProj:15129,,2014-09-03,GlobalGiving,US-EIN-300108263,,People First Educational Charitable Trust,US-GG-585,,,,,,,2,,,,,,,,,US-EIN-300108263-GGProj:15129,,2015-09-14 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,21,Green Riders moving out of poverty in Bihar India,"This is a simple straightforward appeal to provide cycle rickshaws to  below the poverty line families in order to provide a vital source of income. If Bihar was a country it would be the sixth poorest in the world and a regular source of Income can make all the difference to a family struggling to put food on the table. We will provide uniforms, ID cards, basic training in English , and a brand new cycle rickshaw. One rickshaw can earn enough daily to provide 7 kg rice or 5 kg vegetables.",3,2013-10-01,2014-09-24,,,,,,,GlobalGiving,US-EIN-300108263,International NGO,21,,,,,People First Educational Charitable Trust,US-GG-585,,,,,,,,,,,1,,30,C01,
IN,India,100,2,2012-12-31,USD,5487,Commitment,USD,2012-01-01,UNICEF (FOR GR ALLOCATIONS ONLY),,,UNICEF-41122,,2040/A0/04/827/408,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/827/408,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR14-KAR-VHND,IR14-KAR-VHND,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2012-12-31,USD,5509,Expense,USD,2012-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,12110,Health policy and administrative management,,1,41122-India-2040/A0/04/827/408,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR14-KAR-VHND,IR14-KAR-VHND,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,3,2015-08-31,USD,0,Disbursement,USD,2015-08-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/827/408,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR14-KAR-VHND,IR14-KAR-VHND,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,,C,2009-05-27,USD,166000000.00,LN2520,,2009-05-27,,,,,,,Total Commitment,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,D,2013-12-31,USD,109500137.99,LN2520,,2013-12-31,,,,,,,Cumulative Disbursement as of 31 Dec 2013,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,D,2014-03-31,USD,3658490.13,LN2520,,2014-03-31,,,,,,,Disbursement for 2014 Quarter 1,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,D,2014-06-30,USD,3849317.58,LN2520,,2014-06-30,,,,,,,Disbursement for 2014 Quarter 2,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,D,2014-09-30,USD,3270489.53,LN2520,,2014-09-30,,,,,,,Disbursement for 2014 Quarter 3,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,D,2014-12-31,USD,1532409.45,LN2520,,2014-12-31,,,,,,,Disbursement for 2014 Quarter 4,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,D,2015-03-31,USD,3225767.14,LN2520,,2015-03-31,,,,,,,Disbursement for 2015 Quarter 1,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,D,2015-06-30,USD,8981145.63,LN2520,,2015-06-30,,,,,,,Disbursement for 2015 Quarter 2,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,LR,2014-03-31,USD,0.00,LN2520,,2014-03-31,,,,,,,Loan Repayment for 2014 Quarter 1,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,LR,2014-06-30,USD,0.00,LN2520,,2014-06-30,,,,,,,Loan Repayment for 2014 Quarter 2,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,LR,2014-09-30,USD,2880901.94,LN2520,,2014-09-30,,,,,,,Loan Repayment for 2014 Quarter 3,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,LR,2014-12-31,USD,0.00,LN2520,,2014-12-31,,,,,,,Loan Repayment for 2014 Quarter 4,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
IN,India,,LR,2015-03-31,USD,3026103.66,LN2520,,2015-03-31,,,,,,,Loan Repayment for 2015 Quarter 1,,,,,,,,,,,,,,46004-32298-063-LN2520,1,2015-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,40,MFF-MADHYA PRADESH POWER SECTOR INVESTMENT PROGRAM-PROJECT 5,"ADB will provide support for the investment program in the form of a multitranche financing facility (MFF). Such support provides a platform for financial and expert assistance, blending reform and capacity development with investments.",2,2009-05-27,2014-12-31,2009-05-27,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,Asian Development Bank,46004,Multilateral,40,,,,,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Co Ltd,LN2520,,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,RO,2,411,10,C01,5
